stopA_id,stopB_id,lat_A,long_A,lat_B,long_B
S629,T3846,5.69832,-0.291895,5.70524,-0.297951
S63,T0,5.60605,-0.246896,5.6074,-0.247032
S630,S6184,5.70462,-0.297498,5.71217,-0.305044
S630,S5441,5.70462,-0.297498,5.71223,-0.305081
S630,S631,5.70462,-0.297498,5.73546,-0.313947
S631,S633,5.73546,-0.313947,5.75733,-0.323606
S633,S635,5.75733,-0.323606,5.76196,-0.325956
S635,S6190,5.76196,-0.325956,5.76075,-0.326516
S635,T638,5.76196,-0.325956,5.7401,-0.356899
S635,S636,5.76196,-0.325956,5.75201,-0.339292
S636,S637,5.75201,-0.339292,5.74999,-0.342276
S637,T638,5.74999,-0.342276,5.7401,-0.356899
S641,S642,5.74807,-0.345107,5.75525,-0.33453
S642,S643,5.75525,-0.33453,5.76057,-0.325781
S643,S645,5.76057,-0.325781,5.75714,-0.323659
S645,S646,5.75714,-0.323659,5.75398,-0.321618
S646,S647,5.75398,-0.321618,5.74914,-0.319764
S647,S648,5.74914,-0.319764,5.74587,-0.31849
S648,S649,5.74587,-0.31849,5.74075,-0.315869
S649,S651,5.74075,-0.315869,5.73545,-0.314193
S651,S352,5.73545,-0.314193,5.70595,-0.298552
S658,S659,5.68573,-0.279724,5.6753,-0.272694
S659,S660,5.6753,-0.272694,5.67219,-0.27189
S660,S620,5.67219,-0.27189,5.64835,-0.251258
S662,S623,5.62889,-0.236518,5.62083,-0.231471
S662,S715,5.62889,-0.236518,5.62098,-0.231443
S67,S68,5.59599,-0.245341,5.58982,-0.243494
S676,T679,5.67464,-0.0439515,5.6869,-0.0323839
S676,S677,5.67464,-0.0439515,5.6852,-0.027952
S677,S678,5.6852,-0.027952,5.68658,-0.028992
S678,T679,5.68658,-0.028992,5.6869,-0.0323839
S68,S69,5.58982,-0.243494,5.5868,-0.241905
S682,S335,5.61836,-0.191623,5.61398,-0.222999
S682,S684,5.61836,-0.191623,5.61279,-0.226945
S682,S3039,5.61836,-0.191623,5.61233,-0.228305
S682,S335,5.61836,-0.191623,5.61398,-0.222999
S684,T0,5.61279,-0.226945,5.6074,-0.247032
S684,T0,5.61279,-0.226945,5.6074,-0.247032
S684,S486,5.61279,-0.226945,5.60912,-0.238147
S684,S5658,5.61279,-0.226945,5.61155,-0.231228
S684,S5231,5.61279,-0.226945,5.60792,-0.246595
S684,T685,5.61279,-0.226945,5.6169,-0.229515
S684,S243,5.61279,-0.226945,5.61653,-0.229452
S684,S3137,5.61279,-0.226945,5.60957,-0.238116
S684,S486,5.61279,-0.226945,5.60912,-0.238147
S688,S690,5.62475,-0.233282,5.62909,-0.236271
S69,S70,5.5868,-0.241905,5.58625,-0.239628
S690,S691,5.62909,-0.236271,5.63126,-0.237653
S691,S436,5.63126,-0.237653,5.63483,-0.240074
S694,S695,5.63772,-0.241751,5.64149,-0.244091
S695,S696,5.64149,-0.244091,5.65123,-0.250821
S696,S700,5.65123,-0.250821,5.6553,-0.252421
S696,S698,5.65123,-0.250821,5.65268,-0.250913
S698,S700,5.65268,-0.250913,5.6553,-0.252421
S70,S71,5.58625,-0.239628,5.57634,-0.238477
S700,T702,5.6553,-0.252421,5.65804,-0.252961
S700,S701,5.6553,-0.252421,5.65622,-0.252322
S701,T702,5.65622,-0.252322,5.65804,-0.252961
S705,S706,5.65271,-0.251791,5.65118,-0.251061
S706,S378,5.65118,-0.251061,5.65777,-0.265466
S709,S711,5.64311,-0.245646,5.64003,-0.243607
S709,S385,5.64311,-0.245646,5.634,-0.239822
S71,S72,5.57634,-0.238477,5.57172,-0.238828
S711,S385,5.64003,-0.243607,5.634,-0.239822
S715,T251,5.62098,-0.231443,5.62079,-0.225837
S719,S5908,5.68232,-0.025063,5.68798,-0.030117
S719,S720,5.68232,-0.025063,5.6853,-0.017379
S719,S5162,5.68232,-0.025063,5.68714,-0.029455
S72,S73,5.57172,-0.238828,5.57058,-0.237598
S720,S722,5.6853,-0.017379,5.68279,-0.0141077
S722,S724,5.68279,-0.0141077,5.66483,-0.00637
S722,S743,5.68279,-0.0141077,5.65823,-0.003627
S722,S3020,5.68279,-0.0141077,5.65082,0.0004795
S722,S3020,5.68279,-0.0141077,5.65082,0.0004795
S724,S725,5.66483,-0.00637,5.65288,-0.0008995
S725,S726,5.65288,-0.0008995,5.64738,0.0023618
S725,S726,5.65288,-0.0008995,5.64738,0.0023618
S726,T6170,5.64738,0.0023618,5.63916,0.003866
S726,S727,5.64738,0.0023618,5.64492,0.003327
S726,T745,5.64738,0.0023618,5.6454,0.00162529
S726,S3022,5.64738,0.0023618,5.63494,0.005061
S726,S727,5.64738,0.0023618,5.64492,0.003327
S727,T728,5.64492,0.003327,5.64498,0.00184925
S727,T745,5.64492,0.003327,5.6454,0.00162529
S73,S74,5.57058,-0.237598,5.56868,-0.237038
S731,S732,5.62976,-0.156363,5.6157,-0.212086
S732,S684,5.6157,-0.212086,5.61279,-0.226945
S732,S733,5.6157,-0.212086,5.61424,-0.222052
S732,S752,5.6157,-0.212086,5.61281,-0.226714
S733,S684,5.61424,-0.222052,5.61279,-0.226945
S739,S740,5.6235,-0.174409,5.67445,-0.043933
S74,T75,5.56868,-0.237038,5.56507,-0.235921
S74,S1297,5.56868,-0.237038,5.56641,-0.233892
S740,S722,5.67445,-0.043933,5.68279,-0.0141077
S743,S744,5.65823,-0.003627,5.65166,-0.000237
S744,T745,5.65166,-0.000237,5.6454,0.00162529
S748,S749,5.66091,-0.07567,5.62522,-0.170152
S749,S750,5.62522,-0.170152,5.61687,-0.20102
S750,S732,5.61687,-0.20102,5.6157,-0.212086
S752,S243,5.61281,-0.226714,5.61653,-0.229452
S752,T0,5.61281,-0.226714,5.6074,-0.247032
S752,S569,5.61281,-0.226714,5.60749,-0.207327
S757,S5535,5.57582,-0.152084,5.5651,-0.1446
S757,S758,5.57582,-0.152084,5.56827,-0.146704
S758,S759,5.56827,-0.146704,5.57806,-0.109799
S759,S760,5.57806,-0.109799,5.58013,-0.107809
S759,S760,5.57806,-0.109799,5.58013,-0.107809
S759,S4150,5.57806,-0.109799,5.58361,-0.104988
S760,S761,5.58013,-0.107809,5.5791,-0.10656
S760,S4101,5.58013,-0.107809,5.58343,-0.104189
S761,S762,5.5791,-0.10656,5.59045,-0.098149
S762,S763,5.59045,-0.098149,5.5925,-0.093411
S763,S764,5.5925,-0.093411,5.59728,-0.085823
S764,S765,5.59728,-0.085823,5.59798,-0.082133
S765,S766,5.59798,-0.082133,5.60054,-0.0801383
S765,S766,5.59798,-0.082133,5.60054,-0.0801383
S765,S4127,5.59798,-0.082133,5.60011,-0.080357
S766,T768,5.60054,-0.0801383,5.60217,-0.0792741
S766,T767,5.60054,-0.0801383,5.60202,-0.079204
S766,T768,5.60054,-0.0801383,5.60217,-0.0792741
S770,S771,5.59695,-0.083939,5.59537,-0.086545
S771,S772,5.59537,-0.086545,5.58858,-0.097742
S771,S4132,5.59537,-0.086545,5.59359,-0.08941
S772,S773,5.58858,-0.097742,5.58278,-0.105109
S773,S774,5.58278,-0.105109,5.57831,-0.111556
S773,S1613,5.58278,-0.105109,5.57205,-0.205816
S774,S775,5.57831,-0.111556,5.56666,-0.14552
S775,S777,5.56666,-0.14552,5.5802,-0.1561
S777,S779,5.5802,-0.1561,5.58685,-0.169522
S779,S780,5.58685,-0.169522,5.58754,-0.174632
S78,S79,5.58755,-0.232755,5.58941,-0.231843
S78,S2818,5.58755,-0.232755,5.56054,-0.229796
S780,S781,5.58754,-0.174632,5.58852,-0.18531
S781,S782,5.58852,-0.18531,5.5981,-0.19338
S782,S783,5.5981,-0.19338,5.60177,-0.198542
S782,S3927,5.5981,-0.19338,5.59662,-0.194984
S783,S569,5.60177,-0.198542,5.60749,-0.207327
S785,T251,5.62116,-0.220822,5.62079,-0.225837
S789,S791,5.63552,-0.214584,5.63915,-0.209796
S79,S80,5.58941,-0.231843,5.59345,-0.233258
S791,S792,5.63915,-0.209796,5.65404,-0.203504
S792,S793,5.65404,-0.203504,5.66833,-0.20567
S793,S794,5.66833,-0.20567,5.67803,-0.20252
S794,S795,5.67803,-0.20252,5.69122,-0.198124
S795,S796,5.69122,-0.198124,5.6937,-0.200329
S796,S797,5.6937,-0.200329,5.70206,-0.209134
S797,T798,5.70206,-0.209134,5.70361,-0.210458
S80,S81,5.59345,-0.233258,5.59782,-0.233524
S801,S802,5.69613,-0.202804,5.69391,-0.200425
S801,S5702,5.69613,-0.202804,5.69504,-0.201673
S802,S803,5.69391,-0.200425,5.69174,-0.198557
S803,S804,5.69174,-0.198557,5.69104,-0.19759
S804,S805,5.69104,-0.19759,5.68987,-0.196282
S805,S807,5.68987,-0.196282,5.68666,-0.195516
S807,S808,5.68666,-0.195516,5.68016,-0.202068
S808,S809,5.68016,-0.202068,5.67563,-0.203297
S809,S300,5.67563,-0.203297,5.66767,-0.205202
S81,T21,5.59782,-0.233524,5.60039,-0.238629
S81,S82,5.59782,-0.233524,5.59927,-0.235974
S815,S816,5.63898,-0.209342,5.63802,-0.211691
S816,S817,5.63802,-0.211691,5.6375,-0.213146
S817,S523,5.6375,-0.213146,5.62711,-0.218937
S819,S820,5.62706,-0.218973,5.62093,-0.223679
S82,S33,5.59927,-0.235974,5.60074,-0.239104
S82,S1553,5.59927,-0.235974,5.58395,-0.217032
S820,S821,5.62093,-0.223679,5.62209,-0.226625
S821,T232,5.62209,-0.226625,5.62117,-0.226022
S825,S826,5.62256,-0.219181,5.62757,-0.219207
S826,S828,5.62757,-0.219207,5.63074,-0.218947
S828,S829,5.63074,-0.218947,5.6355,-0.214581
S829,S830,5.6355,-0.214581,5.64763,-0.210459
S829,S831,5.6355,-0.214581,5.65021,-0.209769
S830,S831,5.64763,-0.210459,5.65021,-0.209769
S831,S832,5.65021,-0.209769,5.65395,-0.208608
S831,S833,5.65021,-0.209769,5.65663,-0.207807
S831,S5752,5.65021,-0.209769,5.65148,-0.209451
S832,S833,5.65395,-0.208608,5.65663,-0.207807
S833,S834,5.65663,-0.207807,5.6606,-0.205948
S833,S3146,5.65663,-0.207807,5.65868,-0.206927
S833,S834,5.65663,-0.207807,5.6606,-0.205948
S834,T835,5.6606,-0.205948,5.66727,-0.204607
S834,S3147,5.6606,-0.205948,5.66699,-0.204697
S838,S304,5.65235,-0.209073,5.64983,-0.209961
S842,S306,5.6347,-0.215396,5.62707,-0.218873
S842,S523,5.6347,-0.215396,5.62711,-0.218937
S847,S480,5.61035,-0.235436,5.60948,-0.238154
S853,S2335,5.60769,-0.246312,5.60515,-0.252326
S853,S5300,5.60769,-0.246312,5.60711,-0.246336
S853,S855,5.60769,-0.246312,5.60809,-0.245779
S853,S2337,5.60769,-0.246312,5.60907,-0.238133
S853,S2974,5.60769,-0.246312,5.60863,-0.240021
S853,S3854,5.60769,-0.246312,5.60651,-0.249801
S855,S860,5.60809,-0.245779,5.60221,-0.274308
S860,S861,5.60221,-0.274308,5.60815,-0.274655
S861,S863,5.60815,-0.274655,5.61061,-0.275028
S863,S864,5.61061,-0.275028,5.62077,-0.276895
S863,S1734,5.61061,-0.275028,5.61686,-0.276219
S864,T865,5.62077,-0.276895,5.62377,-0.282839
S864,S1736,5.62077,-0.276895,5.62489,-0.283482
S868,S869,5.62018,-0.27687,5.61242,-0.275382
S868,S5178,5.62018,-0.27687,5.60918,-0.274823
S869,S870,5.61242,-0.275382,5.60817,-0.274668
S870,S871,5.60817,-0.274668,5.60449,-0.275662
S871,S872,5.60449,-0.275662,5.6033,-0.275056
S872,S874,5.6033,-0.275056,5.5991,-0.272502
S874,S876,5.5991,-0.272502,5.5954,-0.270308
S874,T2838,5.5991,-0.272502,5.59229,-0.268183
S874,T2838,5.5991,-0.272502,5.59229,-0.268183
S876,S877,5.5954,-0.270308,5.59319,-0.268803
S877,S879,5.59319,-0.268803,5.59814,-0.263477
S877,S880,5.59319,-0.268803,5.60238,-0.258796
S879,S880,5.59814,-0.263477,5.60238,-0.258796
S879,S880,5.59814,-0.263477,5.60238,-0.258796
S879,S880,5.59814,-0.263477,5.60238,-0.258796
S880,S3040,5.60238,-0.258796,5.6065,-0.24909
S880,S881,5.60238,-0.258796,5.60543,-0.251965
S880,S5222,5.60238,-0.258796,5.60502,-0.252362
S880,T0,5.60238,-0.258796,5.6074,-0.247032
S880,S881,5.60238,-0.258796,5.60543,-0.251965
S880,S881,5.60238,-0.258796,5.60543,-0.251965
S880,S5746,5.60238,-0.258796,5.60501,-0.252268
S880,S3040,5.60238,-0.258796,5.6065,-0.24909
S880,S3833,5.60238,-0.258796,5.60704,-0.247779
S880,S881,5.60238,-0.258796,5.60543,-0.251965
S881,T0,5.60543,-0.251965,5.6074,-0.247032
S881,T0,5.60543,-0.251965,5.6074,-0.247032
S881,T251,5.60543,-0.251965,5.62079,-0.225837
S881,S2362,5.60543,-0.251965,5.60077,-0.255516
S881,T0,5.60543,-0.251965,5.6074,-0.247032
S881,T0,5.60543,-0.251965,5.6074,-0.247032
S885,S887,5.53636,-0.213683,5.53314,-0.216263
S885,S4577,5.53636,-0.213683,5.53203,-0.217135
S887,S888,5.53314,-0.216263,5.52718,-0.239113
S888,S889,5.52718,-0.239113,5.52695,-0.241805
S889,S890,5.52695,-0.241805,5.52687,-0.243834
S890,S891,5.52687,-0.243834,5.5266,-0.246205
S890,S891,5.52687,-0.243834,5.5266,-0.246205
S890,S891,5.52687,-0.243834,5.5266,-0.246205
S890,S4993,5.52687,-0.243834,5.52639,-0.248989
S890,T893,5.52687,-0.243834,5.52619,-0.250591
S891,S892,5.5266,-0.246205,5.52635,-0.249026
S891,S981,5.5266,-0.246205,5.54106,-0.215389
S891,T2478,5.5266,-0.246205,5.5262,-0.250542
S891,S4806,5.5266,-0.246205,5.52635,-0.249096
S892,T893,5.52635,-0.249026,5.52619,-0.250591
S896,S897,5.52659,-0.246067,5.53548,-0.213312
S896,S1322,5.52659,-0.246067,5.52698,-0.241652
S897,S898,5.53548,-0.213312,5.5412,-0.215313
S898,S899,5.5412,-0.215313,5.54507,-0.216699
S898,T883,5.5412,-0.215313,5.54963,-0.217147
S898,S1005,5.5412,-0.215313,5.54324,-0.216218
S899,T900,5.54507,-0.216699,5.55023,-0.217098
S899,S941,5.54507,-0.216699,5.54765,-0.217774
S899,S1007,5.54507,-0.216699,5.54756,-0.217718
S904,S5419,5.55228,-0.35876,5.55169,-0.367948
S904,S99,5.55228,-0.35876,5.5392,-0.398675
S904,S5007,5.55228,-0.35876,5.54685,-0.382532
S907,S908,5.53782,-0.402985,5.53686,-0.406376
S907,S102,5.53782,-0.402985,5.53572,-0.412741
S907,S102,5.53782,-0.402985,5.53572,-0.412741
S908,S102,5.53686,-0.406376,5.53572,-0.412741
S91,S92,5.5541,-0.309058,5.55101,-0.330222
S91,S904,5.5541,-0.309058,5.55228,-0.35876
S913,S914,5.53681,-0.22359,5.53613,-0.226771
S914,S1830,5.53613,-0.226771,5.53563,-0.228888
S914,S915,5.53613,-0.226771,5.53474,-0.232905
S914,S987,5.53613,-0.226771,5.53477,-0.233042
S914,S925,5.53613,-0.226771,5.53856,-0.21552
S914,S2300,5.53613,-0.226771,5.54146,-0.209183
S914,T2497,5.53613,-0.226771,5.53665,-0.230805
S914,S4499,5.53613,-0.226771,5.53568,-0.229003
S914,S4596,5.53613,-0.226771,5.54811,-0.240268
S914,S928,5.53613,-0.226771,5.53505,-0.243597
S914,T1146,5.53613,-0.226771,5.54146,-0.209251
S914,S4501,5.53613,-0.226771,5.53537,-0.230442
S914,S927,5.53613,-0.226771,5.53367,-0.238041
S915,T916,5.53474,-0.232905,5.53509,-0.243891
S915,S1164,5.53474,-0.232905,5.53359,-0.211741
S915,S925,5.53474,-0.232905,5.53856,-0.21552
S919,S920,5.53458,-0.24217,5.54315,-0.216158
S92,S94,5.55101,-0.330222,5.54683,-0.345638
S920,T883,5.54315,-0.216158,5.54963,-0.217147
S920,S899,5.54315,-0.216158,5.54507,-0.216699
S925,S926,5.53856,-0.21552,5.5353,-0.226301
S925,S984,5.53856,-0.21552,5.53832,-0.216594
S925,T1017,5.53856,-0.21552,5.5389,-0.213429
S925,S1145,5.53856,-0.21552,5.53855,-0.211671
S925,S2668,5.53856,-0.21552,5.53833,-0.213022
S925,S4911,5.53856,-0.21552,5.54321,-0.216043
S926,S927,5.5353,-0.226301,5.53367,-0.238041
S927,S928,5.53367,-0.238041,5.53505,-0.243597
S927,S928,5.53367,-0.238041,5.53505,-0.243597
S927,T916,5.53367,-0.238041,5.53509,-0.243891
S927,S928,5.53367,-0.238041,5.53505,-0.243597
S928,S929,5.53505,-0.243597,5.53162,-0.245891
S928,S991,5.53505,-0.243597,5.53561,-0.246314
S928,S2594,5.53505,-0.243597,5.53489,-0.243068
S928,S993,5.53505,-0.243597,5.53564,-0.252672
S928,S991,5.53505,-0.243597,5.53561,-0.246314
S928,S991,5.53505,-0.243597,5.53561,-0.246314
S929,S930,5.53162,-0.245891,5.53563,-0.247553
S930,T931,5.53563,-0.247553,5.53651,-0.25517
S934,S936,5.53569,-0.246252,5.53458,-0.241952
S934,S1179,5.53569,-0.246252,5.53999,-0.251639
S934,S2467,5.53569,-0.246252,5.53885,-0.244557
S934,S1000,5.53569,-0.246252,5.53417,-0.235723
S934,S1000,5.53569,-0.246252,5.53417,-0.235723
S934,S1179,5.53569,-0.246252,5.53999,-0.251639
S936,S937,5.53458,-0.241952,5.53619,-0.226506
S937,S1001,5.53619,-0.226506,5.53562,-0.228926
S937,T244,5.53619,-0.226506,5.54863,-0.201709
S937,S920,5.53619,-0.226506,5.54315,-0.216158
S937,S1003,5.53619,-0.226506,5.53853,-0.215757
S937,S4168,5.53619,-0.226506,5.56836,-0.220293
S937,S4511,5.53619,-0.226506,5.53792,-0.218006
S937,S1003,5.53619,-0.226506,5.53853,-0.215757
S937,S4784,5.53619,-0.226506,5.53668,-0.221662
S937,S4554,5.53619,-0.226506,5.5442,-0.20442
S94,S95,5.54683,-0.345638,5.55019,-0.353869
S941,T883,5.54765,-0.217774,5.54963,-0.217147
S945,S946,5.55886,-0.229855,5.55623,-0.235452
S945,T1009,5.55886,-0.229855,5.56514,-0.234975
S946,S947,5.55623,-0.235452,5.55902,-0.247249
S947,S949,5.55902,-0.247249,5.55949,-0.251888
S947,S949,5.55902,-0.247249,5.55949,-0.251888
S947,S949,5.55902,-0.247249,5.55949,-0.251888
S949,S950,5.55949,-0.251888,5.55644,-0.25124
S949,S950,5.55949,-0.251888,5.55644,-0.25124
S949,S950,5.55949,-0.251888,5.55644,-0.25124
S949,T2741,5.55949,-0.251888,5.55835,-0.256928
S949,S2748,5.55949,-0.251888,5.5594,-0.251895
S95,S96,5.55019,-0.353869,5.55109,-0.370203
S950,S951,5.55644,-0.25124,5.55583,-0.253458
S950,S1117,5.55644,-0.25124,5.55529,-0.254702
S950,S2627,5.55644,-0.25124,5.55594,-0.253374
S951,S952,5.55583,-0.253458,5.55534,-0.254621
S952,T953,5.55534,-0.254621,5.5544,-0.253545
S956,S957,5.55658,-0.251023,5.55886,-0.245848
S957,S958,5.55886,-0.245848,5.55746,-0.239589
S958,S960,5.55746,-0.239589,5.55654,-0.235567
S958,T75,5.55746,-0.239589,5.56507,-0.235921
S96,S97,5.55109,-0.370203,5.54323,-0.390143
S960,S962,5.55654,-0.235567,5.55573,-0.232449
S962,S964,5.55573,-0.232449,5.55905,-0.230194
S964,S965,5.55905,-0.230194,5.55259,-0.223026
S965,T54,5.55259,-0.223026,5.5516,-0.219885
S965,S1088,5.55259,-0.223026,5.55011,-0.22034
S965,S1105,5.55259,-0.223026,5.55082,-0.22116
S969,S970,5.61045,-0.075449,5.63009,0.004087
S97,S98,5.54323,-0.390143,5.54107,-0.394706
S970,S971,5.63009,0.004087,5.63734,0.005646
S971,S972,5.63734,0.005646,5.63936,0.007648
S972,S973,5.63936,0.007648,5.64266,0.010276
S973,S974,5.64266,0.010276,5.64498,0.014925
S974,S975,5.64498,0.014925,5.64603,0.019349
S975,S976,5.64603,0.019349,5.64941,0.023031
S976,T977,5.64941,0.023031,5.65134,0.024435
S98,S99,5.54107,-0.394706,5.5392,-0.398675
S981,S982,5.54106,-0.215389,5.53871,-0.215875
S981,S1312,5.54106,-0.215389,5.54309,-0.216124
S981,T1081,5.54106,-0.215389,5.54539,-0.215964
S981,S1313,5.54106,-0.215389,5.5448,-0.216699
S982,S925,5.53871,-0.215875,5.53856,-0.21552
S984,S985,5.53832,-0.216594,5.53543,-0.223355
S985,S914,5.53543,-0.223355,5.53613,-0.226771
S987,S927,5.53477,-0.233042,5.53367,-0.238041
S99,S5403,5.5392,-0.398675,5.53684,-0.406336
S99,S5423,5.5392,-0.398675,5.53664,-0.407064
S99,S100,5.5392,-0.398675,5.53851,-0.400462
S99,S100,5.5392,-0.398675,5.53851,-0.400462
S99,S907,5.5392,-0.398675,5.53782,-0.402985
S99,S3570,5.5392,-0.398675,5.53603,-0.410802
S99,S102,5.5392,-0.398675,5.53572,-0.412741
S99,S102,5.5392,-0.398675,5.53572,-0.412741
S991,S992,5.53561,-0.246314,5.53563,-0.251421
S991,S2457,5.53561,-0.246314,5.53565,-0.247446
S991,T994,5.53561,-0.246314,5.53654,-0.255284
S991,S2472,5.53561,-0.246314,5.53474,-0.242319
S992,S993,5.53563,-0.251421,5.53564,-0.252672
S993,T994,5.53564,-0.252672,5.53654,-0.255284
S993,T994,5.53564,-0.252672,5.53654,-0.255284
S993,T994,5.53564,-0.252672,5.53654,-0.255284
S997,S998,5.53561,-0.247689,5.53505,-0.243684
S998,S999,5.53505,-0.243684,5.534,-0.240412
S998,S934,5.53505,-0.243684,5.53569,-0.246252
S998,S2599,5.53505,-0.243684,5.53502,-0.242367
S998,S934,5.53505,-0.243684,5.53569,-0.246252
S999,S1000,5.534,-0.240412,5.53417,-0.235723
S999,T1161,5.534,-0.240412,5.53414,-0.240858
S999,S1153,5.534,-0.240412,5.53479,-0.23291
T0,S5904,5.6074,-0.247032,5.66261,-0.070571
T0,S2,5.6074,-0.247032,5.58903,-0.282288
T0,S6095,5.6074,-0.247032,5.63782,-0.126252
T0,S6144,5.6074,-0.247032,5.64146,-0.250777
T0,S6162,5.6074,-0.247032,5.68131,-0.024835
T0,S5435,5.6074,-0.247032,5.65777,-0.265315
T0,S6219,5.6074,-0.247032,5.66743,-0.27037
T0,S1530,5.6074,-0.247032,5.6006,-0.238944
T0,S5279,5.6074,-0.247032,5.60282,-0.241831
T0,S853,5.6074,-0.247032,5.60769,-0.246312
T0,S5327,5.6074,-0.247032,5.61467,-0.246336
T0,S5361,5.6074,-0.247032,5.65782,-0.265155
T0,S5389,5.6074,-0.247032,5.60121,-0.261183
T0,S2823,5.6074,-0.247032,5.56546,-0.288968
T0,S5435,5.6074,-0.247032,5.65777,-0.265315
T0,S1183,5.6074,-0.247032,5.58734,-0.174806
T0,S3813,5.6074,-0.247032,5.60945,-0.210432
T0,S5663,5.6074,-0.247032,5.61735,-0.310927
T0,S40,5.6074,-0.247032,5.59393,-0.233055
T0,S5188,5.6074,-0.247032,5.62656,-0.25068
T0,S676,5.6074,-0.247032,5.67464,-0.0439515
T0,S5811,5.6074,-0.247032,5.63337,-0.250906
T0,S67,5.6074,-0.247032,5.59599,-0.245341
T0,S3725,5.6074,-0.247032,5.61598,-0.248462
T0,S5876,5.6074,-0.247032,5.59074,-0.232586
T0,S3882,5.6074,-0.247032,5.56066,-0.229773
T0,S5917,5.6074,-0.247032,5.57645,-0.290101
T0,S5970,5.6074,-0.247032,5.64577,-0.247248
T0,S6007,5.6074,-0.247032,5.57623,-0.208791
T0,S3213,5.6074,-0.247032,5.60742,-0.257053
T0,S3166,5.6074,-0.247032,5.60738,-0.256964
T0,S1535,5.6074,-0.247032,5.60076,-0.23916
T0,S82,5.6074,-0.247032,5.59927,-0.235974
T0,S2796,5.6074,-0.247032,5.58197,-0.230358
T0,S78,5.6074,-0.247032,5.58755,-0.232755
T0,S231,5.6074,-0.247032,5.58872,-0.218139
T0,S2991,5.6074,-0.247032,5.60115,-0.261169
T0,S3105,5.6074,-0.247032,5.58658,-0.192782
T0,S2522,5.6074,-0.247032,5.61747,-0.193986
T0,S3142,5.6074,-0.247032,5.63561,-0.215062
T0,S3166,5.6074,-0.247032,5.60738,-0.256964
T0,T3182,5.6074,-0.247032,5.68221,-0.025216
T0,S3192,5.6074,-0.247032,5.63761,-0.278649
T0,S3202,5.6074,-0.247032,5.63627,-0.29248
T0,S3213,5.6074,-0.247032,5.60742,-0.257053
T0,S3227,5.6074,-0.247032,5.59324,-0.268719
T0,S3248,5.6074,-0.247032,5.68312,-0.014112
T0,T3256,5.6074,-0.247032,5.6205,-0.173395
T0,S3263,5.6074,-0.247032,5.63096,-0.26772
T0,S5726,5.6074,-0.247032,5.58755,-0.271571
T0,S829,5.6074,-0.247032,5.6355,-0.214581
T0,S3642,5.6074,-0.247032,5.59391,-0.194835
T0,S5172,5.6074,-0.247032,5.61402,-0.27379
T1009,S1011,5.56514,-0.234975,5.55697,-0.231807
T1009,S2612,5.56514,-0.234975,5.57848,-0.215758
T1017,S1018,5.5389,-0.213429,5.55389,-0.231403
T1017,S1022,5.5389,-0.213429,5.53802,-0.218211
T1028,S217,5.5957,-0.216953,5.57282,-0.216404
T1028,T1043,5.5957,-0.216953,5.56932,-0.215881
T1028,S1647,5.5957,-0.216953,5.56291,-0.213809
T1028,S1647,5.5957,-0.216953,5.56291,-0.213809
T103,S879,5.53462,-0.423644,5.59814,-0.263477
T103,S4179,5.53462,-0.423644,5.58273,-0.275573
T103,S106,5.53462,-0.423644,5.5473,-0.338736
T103,S3576,5.53462,-0.423644,5.53549,-0.414827
T103,T136,5.53462,-0.423644,5.58137,-0.198538
T103,T1099,5.53462,-0.423644,5.58102,-0.263734
T103,T1099,5.53462,-0.423644,5.58102,-0.263734
T103,S5014,5.53462,-0.423644,5.53567,-0.410819
T1043,S6246,5.56932,-0.215881,5.59145,-0.219412
T1043,S1931,5.56932,-0.215881,5.57451,-0.252768
T1043,S280,5.56932,-0.215881,5.67101,-0.175265
T1043,S4120,5.56932,-0.215881,5.56464,-0.216955
T1043,S4145,5.56932,-0.215881,5.57377,-0.193497
T1043,S1613,5.56932,-0.215881,5.57205,-0.205816
T1043,S5083,5.56932,-0.215881,5.56616,-0.247727
T1044,S1038,5.57108,-0.213558,5.5908,-0.216965
T1044,S1386,5.57108,-0.213558,5.57997,-0.210309
T1044,S1527,5.57108,-0.213558,5.59529,-0.221889
T1044,S1546,5.57108,-0.213558,5.58298,-0.216674
T1044,S561,5.57108,-0.213558,5.58201,-0.208783
T1044,S2028,5.57108,-0.213558,5.57347,-0.201041
T1048,S468,5.59087,-0.217519,5.59869,-0.216915
T1053,S1056,5.5919,-0.204736,5.59465,-0.216799
T1059,S1061,5.56742,-0.163812,5.56722,-0.169447
T1081,S945,5.54539,-0.215964,5.55886,-0.229855
T1081,S1093,5.54539,-0.215964,5.55907,-0.230633
T1081,S1110,5.54539,-0.215964,5.55636,-0.235831
T1081,S1022,5.54539,-0.215964,5.53802,-0.218211
T1081,S4707,5.54539,-0.215964,5.5523,-0.235088
T1081,S4915,5.54539,-0.215964,5.53527,-0.23085
T1099,S1101,5.58102,-0.263734,5.5734,-0.249828
T1099,S110,5.58102,-0.263734,5.57635,-0.254699
T1099,S1815,5.58102,-0.263734,5.54649,-0.264636
T1099,T1957,5.58102,-0.263734,5.57517,-0.289693
T1099,S4172,5.58102,-0.263734,5.58878,-0.28214
T1099,S2823,5.58102,-0.263734,5.56546,-0.288968
T1099,S4201,5.58102,-0.263734,5.58875,-0.26058
T1099,T4214,5.58102,-0.263734,5.5758,-0.274352
T1099,S4221,5.58102,-0.263734,5.54296,-0.226528
T1127,S1129,5.57355,-0.249583,5.57285,-0.248525
